Time, xActual, yActual, angleActual, xTarget, yTarget, angleTarget, XTE, lagE, angleE, pLeft, pRight
195.339948, 1.9188370194607607, 0.9904296362863065, 0.16618812513300696, 1.96030684847242, 0.9986792032521563, 0.03244320783002177, 0.006869810021617642, 0.04116501707508499, -0.13328719047237303, 0.14303129195116143, 0.004494749710252141
195.345195, 1.9189066960808687, 0.9904413235062641, 0.16598765694828663, 1.9608578206321452, 0.9987084433868327, 0.03198721909255847, 0.0068906265523983184, 0.04164558255645887, -0.13354444911826485, 0.14361967022470057, 0.0048675023994607935
195.349426, 1.9189763750424924, 0.9904529967580414, 0.1657871887635663, 1.9613021055964677, 0.9987320216238856, 0.03161952548702956, 0.006911781042830977, 0.042124044992567264, -0.13379996967100782, 0.1442047384467478, 0.005239359049630368
195.354665, 1.9190460563428315, 0.9904646560411694, 0.16558672057884596, 1.9618522376995384, 0.9987612171766913, 0.031164231986823842, 0.006927339496929195, 0.04249629395251177, -0.1339671950918164, 0.14464504166299835, 0.005543553753268801
195.359963, 1.9190460563428315, 0.9904646560411694, 0.16558672057884596, 1.9624085652204486, 0.9987907415207956, 0.030703811111833627, 0.0069587267716671635, 0.04304391026307921, -0.13442248859202213, 0.1453889174489307, 0.00589491058847133
195.36519, 1.9190460563428315, 0.9904646560411694, 0.16558672057884596, 1.962957437238534, 0.9988198702007944, 0.03024956046751674, 0.006990976085347846, 0.04359767343505334, -0.13488290946701234, 0.14614064174471925, 0.006250712636631045
195.369413, 1.9190460563428315, 0.9904646560411694, 0.16558672057884596, 1.9634008821461992, 0.9988434038559763, 0.02988256209924787, 0.007023294383426493, 0.04414399519554614, -0.13533716011132924, 0.14688177052929186, 0.006602227373044056
195.374662, 1.9191157399790857, 0.9904763013551793, 0.16538625239412627, 1.9639520643200883, 0.9988726551361204, 0.02942639955247018, 0.007040210435681389, 0.044515364291911885, -0.1355036902948784, 0.1473194886651773, 0.006907247429890087
195.379928, 1.919046054009717, 0.9904646700107553, 0.16558672057884596, 1.964505031614374, 0.998902001152741, 0.028968759626515208, 0.0070831135924178746, 0.04513395038881975, -0.1361603210263758, 0.14822348697109738, 0.007240421317785753
195.385169, 1.919046054009717, 0.9904646700107553, 0.16558672057884596, 1.9650553737316052, 0.9989312078510141, 0.028513292316997566, 0.007117085115481481, 0.04568428943432545, -0.13661796095233075, 0.14896867445651693, 0.00759591192337758
195.389392, 1.919046054009717, 0.9904646700107553, 0.16558672057884596, 1.96549881863927, 0.9989547415061957, 0.02814629394872869, 0.00715139696392276, 0.04623199417866232, -0.1370734282618484, 0.14970980100717135, 0.00795019486139692
195.394647, 1.919046054009717, 0.9904646700107553, 0.16558672057884596, 1.9660506308556531, 0.9989840262227434, 0.02768960997400536, 0.007179408199511416, 0.046673298079642093, -0.13744042663011727, 0.1503065928566969, 0.008236010813830907
195.399926, 1.919046054009717, 0.9904646700107553, 0.16558672057884596, 1.9666049632420055, 0.9990134446849042, 0.027230840287504353, 0.007214718375510487, 0.0472224259594351, -0.1378971106048406, 0.1510487525478525, 0.008592106882261294
